no1_pred,no1_score,no10_pred,no10_score,no10_aug_pred,no10_aug_score,no11_pred,no11_score,no11_aug_pred,no11_aug_score,no12_pred,no12_score,no12_aug_pred,no12_aug_score,no13_pred,no13_score,no13_aug_pred,no13_aug_score,no14_pred,no14_score,no14_aug_pred,no14_aug_score,no15_pred,no15_score,no15_aug_pred,no15_aug_score,no16_pred,no16_score,no16_aug_pred,no16_aug_score,no17_pred,no17_score,no17_aug_pred,no17_aug_score,no18_pred,no18_score,no18_aug_pred,no18_aug_score,no19_pred,no19_score,no19_aug_pred,no19_aug_score,no1_aug_pred,no1_aug_score,no2_pred,no2_score,no20_pred,no20_score,no20_aug_pred,no20_aug_score,no21_pred,no21_score,no21_aug_pred,no21_aug_score,no22_pred,no22_score,no22_aug_pred,no22_aug_score,no23_pred,no23_score,no23_aug_pred,no23_aug_score,no24_pred,no24_score,no24_aug_pred,no24_aug_score,no25_pred,no25_score,no25_aug_pred,no25_aug_score,no2_aug_pred,no2_aug_score,no3_pred,no3_score,no3_aug_pred,no3_aug_score,no4_pred,no4_score,no4_aug_pred,no4_aug_score,no5_pred,no5_score,no5_aug_pred,no5_aug_score,no6_pred,no6_score,no6_aug_pred,no6_aug_score,no7_pred,no7_score,no7_aug_pred,no7_aug_score,no8_pred,no8_score,no8_aug_pred,no8_aug_score,no9_pred,no9_score,no9_aug_pred,no9_aug_score,reliable_pred,reliable_score,reliable_aug_pred,reliable_aug_score,total_pred,total_score,total_aug_pred,total_aug_score,y
0.0,0.0,0.0,0.0,1.1728468,4.0,0.0,0.0,0.0,0.0,0.41619632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383103,1.0,0.0,0.0,0.0,0.0,0.54756534,2.0,0.28245944,1.0,0.0,0.0,0.12967916,0.0,0.15294722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40961903,1.0,0.0,0.0,0.29931235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5864401,2.0,0.0,0.0,0.0,0.0,1.3502966,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8357732,3.0,0.4156309,1.0,0.3784208,1.0,0.019384718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,1.1914102,2.0,0.0,0.0,0.0,0.0,0.42399344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38506523,1.0,0.0,0.0,0.0,0.0,0.56131124,1.0,0.2751768,1.0,0.0,0.0,0.13338196,0.0,0.15053394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40455887,1.0,0.0,0.0,0.28925815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6110349,1.0,0.0,0.0,0.0,0.0,1.3770747,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296501,2.0,0.42112303,1.0,0.38077313,1.0,0.01728577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.1660167,1.0,0.0,0.0,0.0,0.0,0.417457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38582915,0.0,0.0,0.0,0.0,0.0,0.54919136,1.0,0.28471756,0.0,0.0,0.0,0.1377734,0.0,0.15303482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41078866,0.0,0.0,0.0,0.29388204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58935755,1.0,0.0,0.0,0.0,0.0,1.3491293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84317887,1.0,0.41315767,0.0,0.37160674,0.0,0.013113386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.2236106,2.0,0.0,0.0,0.0,0.0,0.37968743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34823957,1.0,0.0,0.0,0.0,0.0,0.57558227,1.0,0.28536692,1.0,0.0,0.0,0.1308663,0.0,0.13844877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40238976,1.0,0.0,0.0,0.26804549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550692,1.0,0.0,0.0,0.0,0.0,1.345869,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84792155,2.0,0.41891113,1.0,0.37447697,1.0,0.018820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.2094729,2.0,0.0,0.0,0.0,0.0,0.41981277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29935825,1.0,0.0,0.0,0.0,0.0,0.5236105,1.0,0.2996872,1.0,0.0,0.0,0.108162954,0.0,0.119158596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39830104,1.0,0.0,0.0,0.2492656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240789,1.0,0.0,0.0,0.0,0.0,1.3354589,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8645677,2.0,0.39107332,1.0,0.34488663,1.0,0.0047118133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.2264594,4.0,0.0,0.0,0.0,0.0,0.37166312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525975,1.0,0.0,0.0,0.0,0.0,0.575475,2.0,0.28285784,1.0,0.0,0.0,0.13084418,0.0,0.13038398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41346747,1.0,0.0,0.0,0.27476782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604672,2.0,0.0,0.0,0.0,0.0,1.3557781,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8502738,3.0,0.41834542,1.0,0.35820273,1.0,0.025058722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,1.2181557,2.0,0.0,0.0,0.0,0.0,0.38853967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314455,1.0,0.0,0.0,0.0,0.0,0.55221725,1.0,0.28938693,1.0,0.0,0.0,0.13046853,0.0,0.110562414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39682603,1.0,0.0,0.0,0.2566597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5197321,1.0,0.0,0.0,0.0,0.0,1.3150971,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86000896,2.0,0.39801145,1.0,0.3615094,1.0,0.011261827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.2255484,2.0,0.0,0.0,0.0,0.0,0.37446484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34437746,1.0,0.0,0.0,0.0,0.0,0.5772402,1.0,0.28085437,1.0,0.0,0.0,0.13622391,0.0,0.12917942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40601858,1.0,0.0,0.0,0.27201045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5317865,1.0,0.0,0.0,0.0,0.0,1.3416623,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8606713,2.0,0.42082658,1.0,0.37757182,1.0,0.014062389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.2280762,2.0,0.0,0.0,0.0,0.0,0.3779908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34263515,1.0,0.0,0.0,0.0,0.0,0.57884884,1.0,0.27999654,1.0,0.0,0.0,0.13722783,0.0,0.14077699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033537,1.0,0.0,0.0,0.2681819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54321223,1.0,0.0,0.0,0.0,0.0,1.3499943,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8612436,2.0,0.4186849,1.0,0.36886242,1.0,0.008376389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.2176175,4.0,0.0,0.0,0.0,0.0,0.37506148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33324662,1.0,0.0,0.0,0.0,0.0,0.5699221,2.0,0.27958435,1.0,0.0,0.0,0.14024325,0.0,0.11000769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40175906,1.0,0.0,0.0,0.25919384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286135,2.0,0.0,0.0,0.0,0.0,1.3262035,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87083066,3.0,0.41462448,1.0,0.37843055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
